Treatment	Chamber	WDH	Seconds	Date(Y-M-D)	Time(H:M:S)	CO2(ppm)	H2O(ppt)	H2O(C)	Cell_Temperature(C)	Cell_Pressure(kPa)	CO2_Absorption	H2O_Absorption
AQ	1	C	56	2020-03-23	15:37:54	474,89	16,47	13,97	51,17	97,23	0,0931	0,0887
AQ	1	C	57	2020-03-23	15:37:55	475,12	16,5	13,99	51,15	97,22	0,0933	0,0887
AQ	1	C	58	2020-03-23	15:37:56	475,18	16,45	13,95	51,15	97,22	0,0931	0,0886
AQ	1	C	59	2020-03-23	15:37:57	474,97	16,5	14	51,15	97,25	0,0933	0,0887
AQ	1	C	60	2020-03-23	15:37:58	475,47	16,46	13,96	51,15	97,25	0,0933	0,0887
AQ	1	C	61	2020-03-23	15:37:59	476,83	16,52	14,02	51,17	97,24	0,0935	0,0888
AQ	1	C	62	2020-03-23	15:38:00	476,83	16,52	14,02	51,17	97,24	0,0935	0,0888
AQ	1	C	63	2020-03-23	15:38:01	476,63	16,51	14,01	51,19	97,23	0,0934	0,0887
AQ	1	C	64	2020-03-23	15:38:02	477,95	16,51	14,02	51,17	97,24	0,0937	0,0889
AQ	1	C	65	2020-03-23	15:38:03	478,1	16,53	14,03	51,16	97,22	0,0935	0,0889
AQ	1	C	66	2020-03-23	15:38:04	478,48	16,51	14,01	51,15	97,23	0,0937	0,0887
AQ	1	C	67	2020-03-23	15:38:05	478,33	16,55	14,05	51,15	97,23	0,0938	0,0891
AQ	1	C	68	2020-03-23	15:38:06	478,77	16,56	14,05	51,15	97,23	0,0936	0,0888
AQ	1	C	69	2020-03-23	15:38:07	479,44	16,56	14,05	51,16	97,23	0,0939	0,0891
AQ	1	C	70	2020-03-23	15:38:08	480,09	16,59	14,09	51,19	97,23	0,0938	0,089
AQ	1	C	71	2020-03-23	15:38:09	480,32	16,56	14,05	51,17	97,22	0,094	0,0889
AQ	1	C	72	2020-03-23	15:38:10	480,8	16,53	14,03	51,17	97,22	0,094	0,0888
AQ	1	C	73	2020-03-23	15:38:11	481,43	16,59	14,08	51,15	97,23	0,0941	0,0891
AQ	1	C	74	2020-03-23	15:38:12	481,91	16,59	14,09	51,15	97,22	0,0942	0,0891
AQ	1	C	75	2020-03-23	15:38:13	481,64	16,61	14,1	51,15	97,21	0,0941	0,0891
AQ	1	C	76	2020-03-23	15:38:14	481,24	16,58	14,07	51,15	97,24	0,0941	0,089
AQ	1	C	77	2020-03-23	15:38:15	482,54	16,62	14,11	51,17	97,23	0,0942	0,0893
AQ	1	C	78	2020-03-23	15:38:16	481,59	16,59	14,08	51,17	97,24	0,0941	0,089
AQ	1	C	79	2020-03-23	15:38:17	483,66	16,6	14,09	51,17	97,23	0,0944	0,0891
AQ	1	C	80	2020-03-23	15:38:18	483,92	16,66	14,14	51,15	97,2	0,0945	0,0894
AQ	1	C	81	2020-03-23	15:38:19	485,03	16,62	14,11	51,15	97,22	0,0945	0,0891
AQ	1	C	82	2020-03-23	15:38:20	484,66	16,62	14,11	51,15	97,22	0,0945	0,0892
AQ	1	C	83	2020-03-23	15:38:21	485,47	16,66	14,15	51,15	97,23	0,0947	0,0893
AQ	1	C	84	2020-03-23	15:38:22	484,91	16,65	14,14	51,16	97,24	0,0945	0,0892
AQ	1	C	85	2020-03-23	15:38:23	486,15	16,66	14,15	51,17	97,23	0,0948	0,0893
AQ	1	C	86	2020-03-23	15:38:24	485,81	16,67	14,16	51,17	97,23	0,0947	0,0894
AQ	1	C	87	2020-03-23	15:38:25	485,97	16,67	14,15	51,17	97,2	0,0947	0,0892
AQ	1	C	88	2020-03-23	15:38:26	487,8	16,67	14,16	51,15	97,22	0,095	0,0895
AQ	1	C	89	2020-03-23	15:38:27	487,84	16,73	14,21	51,15	97,23	0,095	0,0895
AQ	1	C	90	2020-03-23	15:38:28	487,35	16,67	14,16	51,15	97,24	0,0949	0,0894
AQ	1	C	91	2020-03-23	15:38:29	488,21	16,74	14,23	51,17	97,23	0,095	0,0896
AQ	1	C	92	2020-03-23	15:38:30	488,48	16,71	14,19	51,17	97,23	0,0951	0,0895
AQ	1	C	93	2020-03-23	15:38:31	488,64	16,71	14,2	51,17	97,23	0,0951	0,0895
